C:\Users\nisha\Documents\Python Scripts\IMG\center_2020_11_09_22_25_14_351.jpg,C:\Users\nisha\Documents\Python Scripts\IMG\left_2020_11_09_22_25_14_351.jpg,C:\Users\nisha\Documents\Python Scripts\IMG\right_2020_11_09_22_25_14_351.jpg,0,0,0,24.93772
C:\Users\nisha\Documents\Python Scripts\IMG\center_2020_11_09_22_25_14_425.jpg,C:\Users\nisha\Documents\Python Scripts\IMG\left_2020_11_09_22_25_14_425.jpg,C:\Users\nisha\Documents\Python Scripts\IMG\right_2020_11_09_22_25_14_425.jpg,0,0,0,24.73724
C:\Users\nisha\Documents\Python Scripts\IMG\center_2020_11_09_22_25_14_494.jpg,C:\Users\nisha\Documents\Python Scripts\IMG\left_2020_11_09_22_25_14_494.jpg,C:\Users\nisha\Documents\Python Scripts\IMG\right_2020_11_09_22_25_14_494.jpg,0,0,0,24.58792
C:\Users\nisha\Documents\Python Scripts\IMG\center_2020_11_09_22_25_14_562.jpg,C:\Users\nisha\Documents\Python Scripts\IMG\left_2020_11_09_22_25_14_562.jpg,C:\Users\nisha\Documents\Python Scripts\IMG\right_2020_11_09_22_25_14_562.jpg,0,0,0,24.39022
C:\Users\nisha\Documents\Python Scripts\IMG\center_2020_11_09_22_25_14_630.jpg,C:\Users\nisha\Documents\Python Scripts\IMG\left_2020_11_09_22_25_14_630.jpg,C:\Users\nisha\Documents\Python Scripts\IMG\right_2020_11_09_22_25_14_630.jpg,0,0,0,24.24299
C:\Users\nisha\Documents\Python Scripts\IMG\center_2020_11_09_22_25_14_700.jpg,C:\Users\nisha\Documents\Python Scripts\IMG\left_2020_11_09_22_25_14_700.jpg,C:\Users\nisha\Documents\Python Scripts\IMG\right_2020_11_09_22_25_14_700.jpg,0,0,0,24.04809
C:\Users\nisha\Documents\Python Scripts\IMG\center_2020_11_09_22_25_14_769.jpg,C:\Users\nisha\Documents\Python Scripts\IMG\left_2020_11_09_22_25_14_769.jpg,C:\Users\nisha\Documents\Python Scripts\IMG\right_2020_11_09_22_25_14_769.jpg,0,0,0,23.90293
C:\Users\nisha\Documents\Python Scripts\IMG\center_2020_11_09_22_25_14_842.jpg,C:\Users\nisha\Documents\Python Scripts\IMG\left_2020_11_09_22_25_14_842.jpg,C:\Users\nisha\Documents\Python Scripts\IMG\right_2020_11_09_22_25_14_842.jpg,0,0,0,23.71074
C:\Users\nisha\Documents\Python Scripts\IMG\center_2020_11_09_22_25_14_912.jpg,C:\Users\nisha\Documents\Python Scripts\IMG\left_2020_11_09_22_25_14_912.jpg,C:\Users\nisha\Documents\Python Scripts\IMG\right_2020_11_09_22_25_14_912.jpg,0,0,0,23.56762
C:\Users\nisha\Documents\Python Scripts\IMG\center_2020_11_09_22_25_14_986.jpg,C:\Users\nisha\Documents\Python Scripts\IMG\left_2020_11_09_22_25_14_986.jpg,C:\Users\nisha\Documents\Python Scripts\IMG\right_2020_11_09_22_25_14_986.jpg,0,0,0,23.37813
